Inspection_ID,Project_ID,Activity_ID,Date,Contractor_ID,Inspection_Type,Test_or_Check,Result,Defect_Type,Defect_Severity,Rework_Required,Rework_Cost_INR,Remarks
Q00207,P001,A042,2026-08-23,C002,RCC inspection,RCC inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00208,P001,A042,2026-08-28,C002,Rebar inspection,Rebar inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00209,P001,A042,2026-08-29,C002,RCC inspection,RCC inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00210,P001,A042,2026-09-02,C002,Rebar inspection,Rebar inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00211,P001,A043,2026-09-11,C002,Rebar inspection,Rebar inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00212,P001,A043,2026-09-22,C002,Concrete inspection,Concrete inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00213,P001,A043,2026-09-26,C002,Concrete inspection,Concrete inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00214,P001,A043,2026-09-28,C002,RCC inspection,RCC inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00215,P001,A043,2026-10-01,C002,Rebar inspection,Rebar inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00216,P001,A044,2026-10-06,C002,RCC inspection,RCC inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00217,P001,A044,2026-10-18,C002,Concrete inspection,Concrete inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00218,P001,A044,2026-10-20,C002,Rebar inspection,Rebar inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00219,P001,A044,2026-10-20,C002,RCC inspection,RCC inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00220,P001,A044,2026-10-23,C002,RCC inspection,RCC inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00221,P001,A045,2026-10-31,C002,Rebar inspection,Rebar inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00222,P001,A045,2026-11-02,C002,Concrete inspection,Concrete inspection,Conditional Pass,Material Quality,Low,No,2745.7,Inspection completed; corrective action tracked where required.
Q00223,P001,A045,2026-11-08,C002,RCC inspection,RCC inspection,Conditional Pass,Reinforcement Issue,Low,No,2890.3,Inspection completed; corrective action tracked where required.
Q00224,P001,A045,2026-11-14,C002,RCC inspection,RCC inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00225,P001,A045,2026-11-15,C002,Concrete inspection,Concrete inspection,Conditional Pass,Reinforcement Issue,Low,No,2920.24,Inspection completed; corrective action tracked where required.
Q00226,P001,A046,2026-11-18,C002,Concrete inspection,Concrete inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00227,P001,A046,2026-11-26,C002,RCC inspection,RCC inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00228,P001,A046,2026-11-27,C002,RCC inspection,RCC inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00229,P001,A046,2026-12-06,C002,Concrete inspection,Concrete inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00230,P001,A046,2026-12-06,C002,RCC inspection,RCC inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00231,P001,A047,2026-12-11,C002,RCC inspection,RCC inspection,Conditional Pass,Honeycombing,Medium,No,268.58,Inspection completed; corrective action tracked where required.
Q00232,P001,A047,2026-12-14,C002,Rebar inspection,Rebar inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00233,P001,A047,2026-12-17,C002,Concrete inspection,Concrete inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00234,P001,A047,2026-12-22,C002,Concrete inspection,Concrete inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00235,P001,A047,2026-12-26,C002,Concrete inspection,Concrete inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00236,P001,A048,2026-04-17,C002,Rebar inspection,Rebar inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00237,P001,A048,2026-05-05,C002,Concrete inspection,Concrete inspection,Fail,Reinforcement Issue,Medium,Yes,8124.29,Inspection completed; corrective action tracked where required.
Q00238,P001,A048,2026-05-12,C002,Rebar inspection,Rebar inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00239,P001,A048,2026-05-19,C002,RCC inspection,RCC inspection,Fail,Honeycombing,Low,Yes,27901.61,Inspection completed; corrective action tracked where required.
Q00240,P001,A048,2026-05-21,C002,RCC inspection,RCC inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00241,P001,A048,2026-05-22,C002,RCC inspection,RCC inspection,Conditional Pass,Crack,Medium,No,4407.82,Inspection completed; corrective action tracked where required.
Q00242,P001,A048,2026-05-25,C002,Concrete inspection,Concrete inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00243,P001,A049,2026-06-10,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00244,P001,A049,2026-06-11,C003,Dimensional check,Dimensional check,Conditional Pass,Poor Compaction,Medium,No,4570.3,Inspection completed; corrective action tracked where required.
Q00245,P001,A049,2026-06-20,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00246,P001,A049,2026-06-21,C003,Brickwork inspection,Brickwork inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00247,P001,A049,2026-06-22,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00248,P001,A049,2026-06-29,C003,Brickwork inspection,Brickwork inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00249,P001,A049,2026-07-12,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00250,P001,A049,2026-07-16,C003,Brickwork inspection,Brickwork inspection,Conditional Pass,Honeycombing,High,Yes,34022.4,Inspection completed; corrective action tracked where required.
Q00251,P001,A049,2026-07-18,C003,Brickwork inspection,Brickwork inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00252,P001,A049,2026-08-02,C003,Brickwork inspection,Brickwork inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00253,P001,A049,2026-08-03,C003,Brickwork inspection,Brickwork inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00254,P001,A050,2026-06-16,C003,Brickwork inspection,Brickwork inspection,Conditional Pass,Dimension,High,Yes,19099.7,Inspection completed; corrective action tracked where required.
Q00255,P001,A050,2026-06-18,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00256,P001,A050,2026-06-25,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00257,P001,A050,2026-07-01,C003,Brickwork inspection,Brickwork inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00258,P001,A050,2026-07-02,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00259,P001,A050,2026-07-09,C003,Dimensional check,Dimensional check,Conditional Pass,Leakage,Low,No,1117.22,Inspection completed; corrective action tracked where required.
Q00260,P001,A050,2026-07-17,C003,Brickwork inspection,Brickwork inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00261,P001,A050,2026-07-21,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00262,P001,A050,2026-07-30,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00263,P001,A050,2026-08-05,C003,Dimensional check,Dimensional check,Fail,Crack,High,Yes,18949.99,Inspection completed; corrective action tracked where required.
Q00264,P001,A050,2026-08-10,C003,Brickwork inspection,Brickwork inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00265,P001,A050,2026-08-10,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00266,P001,A051,2026-07-24,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00267,P001,A051,2026-07-25,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00268,P001,A051,2026-07-25,C003,Dimensional check,Dimensional check,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00269,P001,A051,2026-07-27,C003,Brickwork inspection,Brickwork inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00270,P001,A051,2026-07-30,C003,Brickwork inspection,Brickwork inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00271,P001,A052,2026-08-30,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00272,P001,A052,2026-09-01,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00273,P001,A052,2026-09-08,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00274,P001,A052,2026-09-08,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00275,P001,A052,2026-09-12,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00276,P001,A052,2026-09-15,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00277,P001,A052,2026-09-15,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00278,P001,A052,2026-09-19,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00279,P001,A052,2026-09-19,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00280,P001,A052,2026-09-29,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00281,P001,A052,2026-10-06,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00282,P001,A052,2026-10-08,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00283,P001,A053,2026-08-22,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00284,P001,A053,2026-08-26,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00285,P001,A053,2026-09-03,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00286,P001,A053,2026-09-07,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00287,P001,A053,2026-09-13,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00288,P001,A053,2026-09-15,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00289,P001,A053,2026-09-16,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00290,P001,A053,2026-09-29,C004,Flooring inspection,Flooring inspection,Conditional Pass,Leakage,Low,No,992.2,Inspection completed; corrective action tracked where required.
Q00291,P001,A053,2026-09-30,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00292,P001,A053,2026-10-08,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00293,P001,A054,2026-08-25,C008,Waterproofing inspection,Waterproofing inspection,Conditional Pass,Leakage,Low,No,500.53,Inspection completed; corrective action tracked where required.
Q00294,P001,A054,2026-08-31,C008,Leakage test,Leakage test,Fail,Workmanship,Medium,Yes,5710.92,Inspection completed; corrective action tracked where required.
Q00295,P001,A054,2026-09-05,C008,Leakage test,Leakage test,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00296,P001,A054,2026-09-08,C008,Waterproofing inspection,Waterproofing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00297,P001,A054,2026-09-11,C008,Leakage test,Leakage test,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00298,P001,A055,2026-11-27,C008,Waterproofing inspection,Waterproofing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00299,P001,A055,2026-12-03,C008,Leakage test,Leakage test,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00300,P001,A055,2026-12-06,C008,Leakage test,Leakage test,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00301,P001,A055,2026-12-07,C008,Leakage test,Leakage test,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00302,P001,A055,2026-12-18,C008,Waterproofing inspection,Waterproofing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00303,P001,A056,2026-09-21,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00304,P001,A056,2026-09-25,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00305,P001,A056,2026-09-25,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00306,P001,A056,2026-09-25,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00307,P001,A056,2026-09-28,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00308,P001,A056,2026-10-01,C004,Flooring inspection,Flooring inspection,Conditional Pass,Workmanship,Low,No,210.15,Inspection completed; corrective action tracked where required.
Q00309,P001,A056,2026-10-03,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00310,P001,A056,2026-10-09,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00311,P001,A056,2026-10-25,C004,Painting inspection,Painting inspection,Fail,Crack,Medium,Yes,20532.19,Inspection completed; corrective action tracked where required.
Q00312,P001,A056,2026-11-01,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00313,P001,A056,2026-11-03,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00314,P001,A056,2026-11-05,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00315,P001,A056,2026-11-08,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00316,P001,A056,2026-11-24,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00317,P001,A057,2026-09-26,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00318,P001,A057,2026-09-29,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00319,P001,A057,2026-10-04,C004,Painting inspection,Painting inspection,Fail,Honeycombing,Low,Yes,20870.32,Inspection completed; corrective action tracked where required.
Q00320,P001,A057,2026-10-13,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00321,P001,A057,2026-10-27,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00322,P001,A057,2026-11-01,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00323,P001,A057,2026-11-13,C004,Painting inspection,Painting inspection,Conditional Pass,Alignment,Low,No,46.67,Inspection completed; corrective action tracked where required.
Q00324,P001,A057,2026-11-18,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00325,P001,A057,2026-11-19,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00326,P001,A057,2026-11-21,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00327,P001,A057,2026-11-25,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00328,P001,A058,2026-10-17,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00329,P001,A058,2026-10-22,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00330,P001,A058,2026-10-31,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00331,P001,A058,2026-10-31,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00332,P001,A058,2026-11-25,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00333,P001,A058,2026-11-25,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00334,P001,A058,2026-12-07,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00335,P001,A058,2026-12-09,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00336,P001,A058,2026-12-11,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00337,P001,A058,2026-12-18,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00338,P001,A059,2026-09-28,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00339,P001,A059,2026-10-11,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00340,P001,A059,2026-10-19,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00341,P001,A059,2026-10-20,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00342,P001,A059,2026-10-26,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00343,P001,A059,2026-10-27,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00344,P001,A059,2026-10-30,C004,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00345,P001,A059,2026-11-01,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00346,P001,A059,2026-11-09,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00347,P001,A059,2026-11-17,C004,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00348,P001,A059,2026-11-27,C004,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00349,P001,A060,2026-10-04,C005,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00350,P001,A060,2026-10-15,C005,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00351,P001,A060,2026-10-18,C005,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00352,P001,A060,2026-10-24,C005,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00353,P001,A060,2026-10-31,C005,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00354,P001,A060,2026-11-01,C005,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00355,P001,A060,2026-11-08,C005,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00356,P001,A060,2026-11-12,C005,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00357,P001,A060,2026-11-19,C005,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00358,P001,A060,2026-11-24,C005,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00359,P001,A060,2026-11-29,C005,Flooring inspection,Flooring inspection,Fail,Material Quality,High,Yes,22158.83,Inspection completed; corrective action tracked where required.
Q00360,P001,A060,2026-12-17,C005,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00361,P001,A060,2026-12-19,C005,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00362,P001,A061,2026-10-19,C005,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00363,P001,A061,2026-10-19,C005,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00364,P001,A061,2026-10-22,C005,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00365,P001,A061,2026-11-07,C005,Flooring inspection,Flooring inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00366,P001,A061,2026-11-13,C005,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00367,P001,A061,2026-11-17,C005,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00368,P001,A061,2026-11-20,C005,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00369,P001,A061,2026-11-22,C005,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00370,P001,A061,2026-12-07,C005,Painting inspection,Painting inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00371,P001,A061,2026-12-09,C005,Plaster inspection,Plaster inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00372,P001,A062,2026-08-25,C006,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00373,P001,A062,2026-08-27,C006,Electrical inspection,Electrical inspection,Conditional Pass,Alignment,Low,No,2279.92,Inspection completed; corrective action tracked where required.
Q00374,P001,A062,2026-08-28,C006,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00375,P001,A062,2026-09-30,C006,Electrical inspection,Electrical inspection,Fail,Crack,Medium,Yes,32370.14,Inspection completed; corrective action tracked where required.
Q00376,P001,A062,2026-10-05,C006,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00377,P001,A062,2026-10-05,C006,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00378,P001,A062,2026-10-18,C006,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00379,P001,A062,2026-10-24,C006,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00380,P001,A062,2026-10-27,C006,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00381,P001,A062,2026-10-28,C006,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00382,P001,A062,2026-11-06,C006,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00383,P001,A062,2026-11-10,C006,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00384,P001,A062,2026-11-10,C006,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00385,P001,A062,2026-11-12,C006,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00386,P001,A062,2026-11-17,C006,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00387,P001,A062,2026-11-20,C006,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00388,P001,A063,2026-10-22,C006,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00389,P001,A063,2026-10-27,C006,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00390,P001,A063,2026-10-28,C006,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00391,P001,A063,2026-11-04,C006,Plumbing inspection,Plumbing inspection,Conditional Pass,Dimension,Low,No,1444.01,Inspection completed; corrective action tracked where required.
Q00392,P001,A063,2026-11-12,C006,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00393,P001,A063,2026-11-26,C006,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00394,P001,A063,2026-12-01,C006,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00395,P001,A063,2026-12-11,C006,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00396,P001,A063,2026-12-16,C006,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00397,P001,A063,2026-12-19,C006,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00398,P001,A064,2026-08-23,C007,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00399,P001,A064,2026-08-26,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00400,P001,A064,2026-08-26,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00401,P001,A064,2026-08-28,C007,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00402,P001,A064,2026-08-29,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00403,P001,A064,2026-08-30,C007,Electrical inspection,Electrical inspection,Fail,Material Quality,Low,Yes,6952.33,Inspection completed; corrective action tracked where required.
Q00404,P001,A064,2026-08-31,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00405,P001,A064,2026-09-06,C007,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00406,P001,A064,2026-09-08,C007,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00407,P001,A064,2026-10-16,C007,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00408,P001,A064,2026-10-22,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00409,P001,A064,2026-10-25,C007,Sanitary inspection,Sanitary inspection,Fail,Alignment,Low,Yes,16031.41,Inspection completed; corrective action tracked where required.
Q00410,P001,A064,2026-10-28,C007,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
