Progress_ID,Project_ID,Activity_ID,Date,Planned_Quantity_To_Date,Actual_Quantity_To_Date,Planned_Percentage,Actual_Percentage,Quantity_Completed_This_Period,Status,Delay_Days
PR00313,P001,A007,2026-04-05,1800,1762.760484,100.00,97.93,92.74449565,In Progress,0
PR00314,P001,A007,2026-04-12,1800,1800,100.00,100.00,37.23951579,Completed,0
PR00315,P001,A007,2026-04-19,1800,1700.359553,100.00,94.46,0,Delayed,0
PR00316,P001,A007,2026-04-26,1800,1800,100.00,100.00,99.64044717,Completed,0
PR00317,P001,A007,2026-05-03,1800,1800,100.00,100.00,0,Completed,0
PR00318,P001,A007,2026-05-10,1800,1800,100.00,100.00,0,Completed,0
PR00319,P001,A007,2026-05-17,1800,1764.030549,100.00,98.00,0,In Progress,0
PR00320,P001,A007,2026-05-24,1800,1800,100.00,100.00,35.96945068,Completed,0
PR00321,P001,A007,2026-05-31,1800,1800,100.00,100.00,0,Completed,0
PR00322,P001,A007,2026-06-07,1800,1800,100.00,100.00,0,Completed,0
PR00323,P001,A007,2026-06-14,1800,1800,100.00,100.00,0,Completed,0
PR00324,P001,A007,2026-06-21,1800,1800,100.00,100.00,0,Completed,0
PR00325,P001,A007,2026-06-28,1800,1745.609248,100.00,96.98,0,In Progress,0
PR00326,P001,A007,2026-07-05,1800,1790.705693,100.00,99.48,45.09644482,In Progress,0
PR00327,P001,A007,2026-07-12,1800,1790.39108,100.00,99.47,0,In Progress,0
PR00328,P001,A007,2026-07-19,1800,1800,100.00,100.00,9.608919544,Completed,0
PR00329,P001,A007,2026-07-26,1800,1800,100.00,100.00,0,Completed,0
PR00330,P001,A007,2026-08-02,1800,1733.312227,100.00,96.30,0,In Progress,0
PR00331,P001,A007,2026-08-09,1800,1792.124431,100.00,99.56,58.81220425,In Progress,0
PR00332,P001,A007,2026-08-16,1800,1800,100.00,100.00,7.87556891,Completed,0
PR00333,P001,A007,2026-08-23,1800,1753.153942,100.00,97.40,0,In Progress,0
PR00334,P001,A007,2026-08-30,1800,1748.198249,100.00,97.12,0,In Progress,0
PR00335,P001,A007,2026-09-06,1800,1800,100.00,100.00,51.80175109,Completed,0
PR00336,P001,A007,2026-09-13,1800,1800,100.00,100.00,0,Completed,0
PR00337,P001,A007,2026-09-20,1800,1800,100.00,100.00,0,Completed,0
PR00338,P001,A007,2026-09-27,1800,1800,100.00,100.00,0,Completed,0
PR00339,P001,A007,2026-10-04,1800,1800,100.00,100.00,0,Completed,0
PR00340,P001,A007,2026-10-11,1800,1800,100.00,100.00,0,Completed,0
PR00341,P001,A007,2026-10-18,1800,1800,100.00,100.00,0,Completed,0
PR00342,P001,A007,2026-10-25,1800,1800,100.00,100.00,0,Completed,0
PR00343,P001,A007,2026-11-01,1800,1787.074814,100.00,99.28,0,In Progress,0
PR00344,P001,A007,2026-11-08,1800,1673.778096,100.00,92.99,0,Delayed,0
PR00345,P001,A007,2026-11-15,1800,1800,100.00,100.00,126.2219044,Completed,0
PR00346,P001,A007,2026-11-22,1800,1771.164936,100.00,98.40,0,In Progress,0
PR00347,P001,A007,2026-11-29,1800,1800,100.00,100.00,28.83506415,Completed,0
PR00348,P001,A007,2026-12-06,1800,1800,100.00,100.00,0,Completed,0
PR00349,P001,A007,2026-12-13,1800,1699.057649,100.00,94.39,0,Delayed,0
PR00350,P001,A007,2026-12-20,1800,1721.146226,100.00,95.62,22.0885766,In Progress,0
PR00351,P001,A007,2026-12-27,1800,1699.11949,100.00,94.40,0,Delayed,0
PR00352,P001,A008,2026-01-25,472.2222222,435.485803,27.78,25.62,435.485803,In Progress,5
PR00353,P001,A008,2026-02-01,1133.333333,1094.105585,66.67,64.36,658.6197824,In Progress,5
PR00354,P001,A008,2026-02-08,1700,1646.189177,100.00,96.83,552.0835913,In Progress,5
PR00355,P001,A008,2026-02-15,1700,1631.438314,100.00,95.97,0,In Progress,5
PR00356,P001,A008,2026-02-22,1700,1530.94043,100.00,90.06,0,Delayed,5
PR00357,P001,A008,2026-03-01,1700,1477.548846,100.00,86.91,0,Delayed,5
PR00358,P001,A008,2026-03-08,1700,1618.234038,100.00,95.19,140.6851928,In Progress,5
PR00359,P001,A008,2026-03-15,1700,1586.929326,100.00,93.35,0,Delayed,5
PR00360,P001,A008,2026-03-22,1700,1642.333453,100.00,96.61,55.40412742,In Progress,5
PR00361,P001,A008,2026-03-29,1700,1656.766241,100.00,97.46,14.43278734,In Progress,5
PR00362,P001,A008,2026-04-05,1700,1623.225365,100.00,95.48,0,In Progress,5
PR00363,P001,A008,2026-04-12,1700,1660.227919,100.00,97.66,37.00255337,In Progress,5
PR00364,P001,A008,2026-04-19,1700,1628.638077,100.00,95.80,0,In Progress,5
PR00365,P001,A008,2026-04-26,1700,1646.53885,100.00,96.86,17.90077322,In Progress,5
PR00366,P001,A008,2026-05-03,1700,1573.071941,100.00,92.53,0,Delayed,5
PR00367,P001,A008,2026-05-10,1700,1604.313121,100.00,94.37,31.24118002,Delayed,5
PR00368,P001,A008,2026-05-17,1700,1626.708178,100.00,95.69,22.39505687,In Progress,5
PR00369,P001,A008,2026-05-24,1700,1663.821444,100.00,97.87,37.11326654,In Progress,5
PR00370,P001,A008,2026-05-31,1700,1591.5724,100.00,93.62,0,Delayed,5
PR00371,P001,A008,2026-06-07,1700,1646.009452,100.00,96.82,54.43705146,In Progress,5
PR00372,P001,A008,2026-06-14,1700,1599.182592,100.00,94.07,0,Delayed,5
PR00373,P001,A008,2026-06-21,1700,1608.006241,100.00,94.59,8.823649163,Delayed,5
PR00374,P001,A008,2026-06-28,1700,1664.356383,100.00,97.90,56.35014196,In Progress,5
PR00375,P001,A008,2026-07-05,1700,1496.412908,100.00,88.02,0,Delayed,5
PR00376,P001,A008,2026-07-12,1700,1537.859896,100.00,90.46,41.44698856,Delayed,5
PR00377,P001,A008,2026-07-19,1700,1526.809969,100.00,89.81,0,Delayed,5
PR00378,P001,A008,2026-07-26,1700,1476.149841,100.00,86.83,0,Delayed,5
PR00379,P001,A008,2026-08-02,1700,1574.643266,100.00,92.63,98.49342494,Delayed,5
PR00380,P001,A008,2026-08-09,1700,1659.591317,100.00,97.62,84.94805122,In Progress,5
PR00381,P001,A008,2026-08-16,1700,1598.049398,100.00,94.00,0,Delayed,5
PR00382,P001,A008,2026-08-23,1700,1626.76851,100.00,95.69,28.71911183,In Progress,5
PR00383,P001,A008,2026-08-30,1700,1679.808441,100.00,98.81,53.03993118,In Progress,5
PR00384,P001,A008,2026-09-06,1700,1693.997325,100.00,99.65,14.18888382,In Progress,5
PR00385,P001,A008,2026-09-13,1700,1610.886293,100.00,94.76,0,Delayed,5
PR00386,P001,A008,2026-09-20,1700,1695.53836,100.00,99.74,84.65206755,In Progress,5
PR00387,P001,A008,2026-09-27,1700,1620.481536,100.00,95.32,0,In Progress,5
PR00388,P001,A008,2026-10-04,1700,1565.174806,100.00,92.07,0,Delayed,5
PR00389,P001,A008,2026-10-11,1700,1579.633179,100.00,92.92,14.45837336,Delayed,5
PR00390,P001,A008,2026-10-18,1700,1526.908078,100.00,89.82,0,Delayed,5
PR00391,P001,A008,2026-10-25,1700,1562.156036,100.00,91.89,35.2479582,Delayed,5
PR00392,P001,A008,2026-11-01,1700,1593.698007,100.00,93.75,31.54197136,Delayed,5
PR00393,P001,A008,2026-11-08,1700,1662.813309,100.00,97.81,69.11530159,In Progress,5
PR00394,P001,A008,2026-11-15,1700,1700,100.00,100.00,37.18669135,Completed,5
PR00395,P001,A008,2026-11-22,1700,1532.7602,100.00,90.16,0,Delayed,5
PR00396,P001,A008,2026-11-29,1700,1638.373234,100.00,96.37,105.6130345,In Progress,5
PR00397,P001,A008,2026-12-06,1700,1553.087636,100.00,91.36,0,Delayed,5
PR00398,P001,A008,2026-12-13,1700,1643.244477,100.00,96.66,90.15684114,In Progress,5
PR00399,P001,A008,2026-12-20,1700,1607.200344,100.00,94.54,0,Delayed,5
PR00400,P001,A008,2026-12-27,1700,1506.061103,100.00,88.59,0,Delayed,5
PR00401,P001,A009,2026-02-15,0,0,0.00,0.00,0,Not Started,0
PR00402,P001,A009,2026-02-22,175,171.2943706,38.89,38.07,171.2943706,In Progress,0
PR00403,P001,A009,2026-03-01,350,343.4597221,77.78,76.32,172.1653514,In Progress,0
PR00404,P001,A009,2026-03-08,450,433.1513995,100.00,96.26,89.69167744,In Progress,0
PR00405,P001,A009,2026-03-15,450,439.6950384,100.00,97.71,6.54363887,In Progress,0
PR00406,P001,A009,2026-03-22,450,450,100.00,100.00,10.30496161,Completed,0
PR00407,P001,A009,2026-03-29,450,447.0194016,100.00,99.34,0,In Progress,0
PR00408,P001,A009,2026-04-05,450,450,100.00,100.00,2.98059837,Completed,0
PR00409,P001,A009,2026-04-12,450,450,100.00,100.00,0,Completed,0
PR00410,P001,A009,2026-04-19,450,450,100.00,100.00,0,Completed,0
PR00411,P001,A009,2026-04-26,450,444.6011181,100.00,98.80,0,In Progress,0
PR00412,P001,A009,2026-05-03,450,426.7394894,100.00,94.83,0,Delayed,0
PR00413,P001,A009,2026-05-10,450,450,100.00,100.00,23.26051062,Completed,0
PR00414,P001,A009,2026-05-17,450,444.7790613,100.00,98.84,0,In Progress,0
PR00415,P001,A009,2026-05-24,450,450,100.00,100.00,5.220938711,Completed,0
PR00416,P001,A009,2026-05-31,450,450,100.00,100.00,0,Completed,0
PR00417,P001,A009,2026-06-07,450,447.9345839,100.00,99.54,0,In Progress,0
PR00418,P001,A009,2026-06-14,450,450,100.00,100.00,2.065416101,Completed,0
PR00419,P001,A009,2026-06-21,450,450,100.00,100.00,0,Completed,0
PR00420,P001,A009,2026-06-28,450,450,100.00,100.00,0,Completed,0
PR00421,P001,A009,2026-07-05,450,450,100.00,100.00,0,Completed,0
PR00422,P001,A009,2026-07-12,450,450,100.00,100.00,0,Completed,0
PR00423,P001,A009,2026-07-19,450,450,100.00,100.00,0,Completed,0
PR00424,P001,A009,2026-07-26,450,436.6808387,100.00,97.04,0,In Progress,0
PR00425,P001,A009,2026-08-02,450,450,100.00,100.00,13.31916127,Completed,0
PR00426,P001,A009,2026-08-09,450,449.5926601,100.00,99.91,0,Completed,0
PR00427,P001,A009,2026-08-16,450,450,100.00,100.00,0.407339855,Completed,0
PR00428,P001,A009,2026-08-23,450,436.8744413,100.00,97.08,0,In Progress,0
PR00429,P001,A009,2026-08-30,450,424.964312,100.00,94.44,0,Delayed,0
PR00430,P001,A009,2026-09-06,450,417.3505109,100.00,92.74,0,Delayed,0
PR00431,P001,A009,2026-09-13,450,432.4012002,100.00,96.09,15.05068934,In Progress,0
PR00432,P001,A009,2026-09-20,450,442.7758643,100.00,98.39,10.37466404,In Progress,0
PR00433,P001,A009,2026-09-27,450,445.3822325,100.00,98.97,2.606368248,In Progress,0
PR00434,P001,A009,2026-10-04,450,450,100.00,100.00,4.61776749,Completed,0
PR00435,P001,A009,2026-10-11,450,450,100.00,100.00,0,Completed,0
PR00436,P001,A009,2026-10-18,450,434.8470649,100.00,96.63,0,In Progress,0
PR00437,P001,A009,2026-10-25,450,450,100.00,100.00,15.15293508,Completed,0
PR00438,P001,A009,2026-11-01,450,443.5885178,100.00,98.58,0,In Progress,0
PR00439,P001,A009,2026-11-08,450,445.5212696,100.00,99.00,1.932751773,In Progress,0
PR00440,P001,A009,2026-11-15,450,450,100.00,100.00,4.478730449,Completed,0
PR00441,P001,A009,2026-11-22,450,450,100.00,100.00,0,Completed,0
PR00442,P001,A009,2026-11-29,450,444.6566789,100.00,98.81,0,In Progress,0
PR00443,P001,A009,2026-12-06,450,450,100.00,100.00,5.343321121,Completed,0
PR00444,P001,A009,2026-12-13,450,432.0144729,100.00,96.00,0,In Progress,0
PR00445,P001,A009,2026-12-20,450,450,100.00,100.00,17.98552706,Completed,0
PR00446,P001,A009,2026-12-27,450,450,100.00,100.00,0,Completed,0
PR00447,P001,A010,2026-02-22,6.8,6.853092979,8.00,8.06,6.853092979,In Progress,0
PR00448,P001,A010,2026-03-01,30.6,32.13497274,36.00,37.81,25.28187976,In Progress,0
PR00449,P001,A010,2026-03-08,54.4,54.57425442,64.00,64.21,22.43928168,In Progress,0
PR00450,P001,A010,2026-03-15,78.2,79.78958691,92.00,93.87,25.21533249,In Progress,0
PR00451,P001,A010,2026-03-22,85,84.83107,100.00,99.80,5.041483087,In Progress,0
PR00452,P001,A010,2026-03-29,85,84.49303745,100.00,99.40,0,In Progress,0
PR00453,P001,A010,2026-04-05,85,82.68103987,100.00,97.27,0,In Progress,0
PR00454,P001,A010,2026-04-12,85,85,100.00,100.00,2.31896013,Completed,0
PR00455,P001,A010,2026-04-19,85,82.46667686,100.00,97.02,0,In Progress,0
PR00456,P001,A010,2026-04-26,85,85,100.00,100.00,2.533323138,Completed,0
PR00457,P001,A010,2026-05-03,85,85,100.00,100.00,0,Completed,0
PR00458,P001,A010,2026-05-10,85,85,100.00,100.00,0,Completed,0
PR00459,P001,A010,2026-05-17,85,84.14841002,100.00,99.00,0,In Progress,0
PR00460,P001,A010,2026-05-24,85,85,100.00,100.00,0.851589982,Completed,0
PR00461,P001,A010,2026-05-31,85,84.08169766,100.00,98.92,0,In Progress,0
PR00462,P001,A010,2026-06-07,85,85,100.00,100.00,0.91830234,Completed,0
PR00463,P001,A010,2026-06-14,85,79.5515669,100.00,93.59,0,Delayed,0
PR00464,P001,A010,2026-06-21,85,84.00156808,100.00,98.83,4.45000118,In Progress,0
PR00465,P001,A010,2026-06-28,85,79.07733431,100.00,93.03,0,Delayed,0
PR00466,P001,A010,2026-07-05,85,80.55219403,100.00,94.77,1.474859716,Delayed,0
PR00467,P001,A010,2026-07-12,85,85,100.00,100.00,4.44780597,Completed,0
PR00468,P001,A010,2026-07-19,85,85,100.00,100.00,0,Completed,0
PR00469,P001,A010,2026-07-26,85,82.85954631,100.00,97.48,0,In Progress,0
PR00470,P001,A010,2026-08-02,85,80.53005222,100.00,94.74,0,Delayed,0
PR00471,P001,A010,2026-08-09,85,76.18052671,100.00,89.62,0,Delayed,0
PR00472,P001,A010,2026-08-16,85,83.38310086,100.00,98.10,7.202574156,In Progress,0
PR00473,P001,A010,2026-08-23,85,85,100.00,100.00,1.616899136,Completed,0
PR00474,P001,A010,2026-08-30,85,85,100.00,100.00,0,Completed,0
PR00475,P001,A010,2026-09-06,85,83.33527245,100.00,98.04,0,In Progress,0
PR00476,P001,A010,2026-09-13,85,85,100.00,100.00,1.664727551,Completed,0
PR00477,P001,A010,2026-09-20,85,80.3561489,100.00,94.54,0,Delayed,0
PR00478,P001,A010,2026-09-27,85,84.115463,100.00,98.96,3.759314096,In Progress,0
PR00479,P001,A010,2026-10-04,85,85,100.00,100.00,0.884537004,Completed,0
PR00480,P001,A010,2026-10-11,85,84.74385056,100.00,99.70,0,In Progress,0
PR00481,P001,A010,2026-10-18,85,85,100.00,100.00,0.256149439,Completed,0
PR00482,P001,A010,2026-10-25,85,85,100.00,100.00,0,Completed,0
PR00483,P001,A010,2026-11-01,85,85,100.00,100.00,0,Completed,0
PR00484,P001,A010,2026-11-08,85,82.95209246,100.00,97.59,0,In Progress,0
PR00485,P001,A010,2026-11-15,85,85,100.00,100.00,2.04790754,Completed,0
PR00486,P001,A010,2026-11-22,85,85,100.00,100.00,0,Completed,0
PR00487,P001,A010,2026-11-29,85,82.11380518,100.00,96.60,0,In Progress,0
PR00488,P001,A010,2026-12-06,85,82.35910542,100.00,96.89,0.245300245,In Progress,0
PR00489,P001,A010,2026-12-13,85,85,100.00,100.00,2.640894576,Completed,0
PR00490,P001,A010,2026-12-20,85,84.43075164,100.00,99.33,0,In Progress,0
PR00491,P001,A010,2026-12-27,85,85,100.00,100.00,0.56924836,Completed,0
PR00492,P001,A011,2026-03-01,0,0,0.00,0.00,0,Not Started,3
PR00493,P001,A011,2026-03-08,151.6666667,154.8405336,23.33,23.82,154.8405336,In Progress,3
PR00494,P001,A011,2026-03-15,303.3333333,295.6292744,46.67,45.48,140.7887408,In Progress,3
PR00495,P001,A011,2026-03-22,455,445.462294,70.00,68.53,149.8330196,In Progress,3
PR00496,P001,A011,2026-03-29,606.6666667,621.690846,93.33,95.64,176.228552,In Progress,3
PR00497,P001,A011,2026-04-05,650,622.2697216,100.00,95.73,0.578875645,In Progress,3
PR00498,P001,A011,2026-04-12,650,609.0894723,100.00,93.71,0,Delayed,3
PR00499,P001,A011,2026-04-19,650,620.2951643,100.00,95.43,11.20569195,In Progress,3
PR00500,P001,A011,2026-04-26,650,640.7905974,100.00,98.58,20.49543311,In Progress,3
PR00501,P001,A011,2026-05-03,650,594.8789811,100.00,91.52,0,Delayed,3
PR00502,P001,A011,2026-05-10,650,645.002463,100.00,99.23,50.12348193,In Progress,3
PR00503,P001,A011,2026-05-17,650,618.2429525,100.00,95.11,0,In Progress,3
PR00504,P001,A011,2026-05-24,650,650,100.00,100.00,31.75704748,Completed,3
PR00505,P001,A011,2026-05-31,650,576.0305781,100.00,88.62,0,Delayed,3
PR00506,P001,A011,2026-06-07,650,612.6056286,100.00,94.25,36.57505055,Delayed,3
PR00507,P001,A011,2026-06-14,650,592.1328496,100.00,91.10,0,Delayed,3
PR00508,P001,A011,2026-06-21,650,611.7032796,100.00,94.11,19.57043008,Delayed,3
PR00509,P001,A011,2026-06-28,650,636.1343993,100.00,97.87,24.43111961,In Progress,3
PR00510,P001,A011,2026-07-05,650,626.4225943,100.00,96.37,0,In Progress,3
PR00511,P001,A011,2026-07-12,650,624.7356603,100.00,96.11,0,In Progress,3
PR00512,P001,A011,2026-07-19,650,626.8785442,100.00,96.44,2.14288387,In Progress,3
PR00513,P001,A011,2026-07-26,650,635.1270825,100.00,97.71,8.248538298,In Progress,3
PR00514,P001,A011,2026-08-02,650,607.555805,100.00,93.47,0,Delayed,3
PR00515,P001,A011,2026-08-09,650,646.5808293,100.00,99.47,39.02502428,In Progress,3
PR00516,P001,A011,2026-08-16,650,645.5756508,100.00,99.32,0,In Progress,3
PR00517,P001,A011,2026-08-23,650,639.2596131,100.00,98.35,0,In Progress,3
PR00518,P001,A011,2026-08-30,650,643.1611358,100.00,98.95,3.901522741,In Progress,3
PR00519,P001,A011,2026-09-06,650,637.2435095,100.00,98.04,0,In Progress,3
PR00520,P001,A011,2026-09-13,650,650,100.00,100.00,12.75649048,Completed,3
PR00521,P001,A011,2026-09-20,650,628.5186076,100.00,96.70,0,In Progress,3
PR00522,P001,A011,2026-09-27,650,623.5138568,100.00,95.93,0,In Progress,3
PR00523,P001,A011,2026-10-04,650,613.3572475,100.00,94.36,0,Delayed,3
PR00524,P001,A011,2026-10-11,650,607.0160242,100.00,93.39,0,Delayed,3
PR00525,P001,A011,2026-10-18,650,602.1882668,100.00,92.64,0,Delayed,3
PR00526,P001,A011,2026-10-25,650,610.2798611,100.00,93.89,8.091594292,Delayed,3
PR00527,P001,A011,2026-11-01,650,628.8920213,100.00,96.75,18.61216019,In Progress,3
PR00528,P001,A011,2026-11-08,650,638.1052142,100.00,98.17,9.213192856,In Progress,3
PR00529,P001,A011,2026-11-15,650,631.6634818,100.00,97.18,0,In Progress,3
PR00530,P001,A011,2026-11-22,650,613.0840724,100.00,94.32,0,Delayed,3
PR00531,P001,A011,2026-11-29,650,650,100.00,100.00,36.91592756,Completed,3
PR00532,P001,A011,2026-12-06,650,647.3216383,100.00,99.59,0,In Progress,3
PR00533,P001,A011,2026-12-13,650,626.868001,100.00,96.44,0,In Progress,3
PR00534,P001,A011,2026-12-20,650,615.6461577,100.00,94.71,0,Delayed,3
PR00535,P001,A011,2026-12-27,650,642.9767352,100.00,98.92,27.33057749,In Progress,3
PR00536,P001,A012,2026-03-15,0,0,0.00,0.00,0,Not Started,12
PR00537,P001,A012,2026-03-22,70,58.05208821,31.82,26.39,58.05208821,Delayed,12
PR00538,P001,A012,2026-03-29,140,122.8668967,63.64,55.85,64.81480853,Delayed,12
PR00539,P001,A012,2026-04-05,210,186.7259632,95.45,84.88,63.85906647,Delayed,12
PR00540,P001,A012,2026-04-12,220,186.6723501,100.00,84.85,0,Delayed,12
PR00541,P001,A012,2026-04-19,220,195.0617941,100.00,88.66,8.389443981,Delayed,12
PR00542,P001,A012,2026-04-26,220,182.3978669,100.00,82.91,0,Delayed,12
PR00543,P001,A012,2026-05-03,220,203.888633,100.00,92.68,21.49076611,Delayed,12
PR00544,P001,A012,2026-05-10,220,203.2092149,100.00,92.37,0,Delayed,12
PR00545,P001,A012,2026-05-17,220,191.6556165,100.00,87.12,0,Delayed,12
PR00546,P001,A012,2026-05-24,220,196.3985984,100.00,89.27,4.742981875,Delayed,12
PR00547,P001,A012,2026-05-31,220,175.0436009,100.00,79.57,0,Delayed,12
PR00548,P001,A012,2026-06-07,220,184.696123,100.00,83.95,9.652522153,Delayed,12
PR00549,P001,A012,2026-06-14,220,191.3379023,100.00,86.97,6.641779299,Delayed,12
PR00550,P001,A012,2026-06-21,220,185.3445757,100.00,84.25,0,Delayed,12
PR00551,P001,A012,2026-06-28,220,199.1008529,100.00,90.50,13.75627718,Delayed,12
PR00552,P001,A012,2026-07-05,220,208.9791833,100.00,94.99,9.878330371,Delayed,12
PR00553,P001,A012,2026-07-12,220,184.5400667,100.00,83.88,0,Delayed,12
PR00554,P001,A012,2026-07-19,220,187.1515318,100.00,85.07,2.611465128,Delayed,12
PR00555,P001,A012,2026-07-26,220,195.4129524,100.00,88.82,8.261420647,Delayed,12
PR00556,P001,A012,2026-08-02,220,206.0055943,100.00,93.64,10.59264191,Delayed,12
PR00557,P001,A012,2026-08-09,220,184.1877178,100.00,83.72,0,Delayed,12
PR00558,P001,A012,2026-08-16,220,195.5175781,100.00,88.87,11.32986035,Delayed,12
PR00559,P001,A012,2026-08-23,220,207.6240012,100.00,94.37,12.10642301,Delayed,12
PR00560,P001,A012,2026-08-30,220,180.8814546,100.00,82.22,0,Delayed,12
PR00561,P001,A012,2026-09-06,220,183.7357671,100.00,83.52,2.854312548,Delayed,12
PR00562,P001,A012,2026-09-13,220,190.3382291,100.00,86.52,6.602462023,Delayed,12
PR00563,P001,A012,2026-09-20,220,189.5914692,100.00,86.18,0,Delayed,12
PR00564,P001,A012,2026-09-27,220,199.8570299,100.00,90.84,10.26556069,Delayed,12
PR00565,P001,A012,2026-10-04,220,195.4607798,100.00,88.85,0,Delayed,12
PR00566,P001,A012,2026-10-11,220,179.9327921,100.00,81.79,0,Delayed,12
PR00567,P001,A012,2026-10-18,220,197.5686601,100.00,89.80,17.63586796,Delayed,12
PR00568,P001,A012,2026-10-25,220,189.1529506,100.00,85.98,0,Delayed,12
PR00569,P001,A012,2026-11-01,220,203.4132436,100.00,92.46,14.260293,Delayed,12
PR00570,P001,A012,2026-11-08,220,188.767576,100.00,85.80,0,Delayed,12
PR00571,P001,A012,2026-11-15,220,188.6980623,100.00,85.77,0,Delayed,12
PR00572,P001,A012,2026-11-22,220,197.7667134,100.00,89.89,9.068651083,Delayed,12
PR00573,P001,A012,2026-11-29,220,199.4745339,100.00,90.67,1.707820511,Delayed,12
PR00574,P001,A012,2026-12-06,220,197.0503651,100.00,89.57,0,Delayed,12
PR00575,P001,A012,2026-12-13,220,180.6209007,100.00,82.10,0,Delayed,12
PR00576,P001,A012,2026-12-20,220,197.7428652,100.00,89.88,17.12196453,Delayed,12
PR00577,P001,A012,2026-12-27,220,185.635828,100.00,84.38,0,Delayed,12
PR00578,P001,A013,2026-03-29,36,34.4964479,20.00,19.16,34.4964479,In Progress,5
PR00579,P001,A013,2026-04-05,99,89.11676018,55.00,49.51,54.62031228,Delayed,5
PR00580,P001,A013,2026-04-12,162,156.4306466,90.00,86.91,67.3138864,In Progress,5
PR00581,P001,A013,2026-04-19,180,165.9184269,100.00,92.18,9.487780326,Delayed,5
PR00582,P001,A013,2026-04-26,180,162.9194017,100.00,90.51,0,Delayed,5
PR00583,P001,A013,2026-05-03,180,175.4970669,100.00,97.50,12.57766516,In Progress,5
PR00584,P001,A013,2026-05-10,180,172.5223605,100.00,95.85,0,In Progress,5
PR00585,P001,A013,2026-05-17,180,167.1319462,100.00,92.85,0,Delayed,5
PR00586,P001,A013,2026-05-24,180,180,100.00,100.00,12.86805385,Completed,5
PR00587,P001,A013,2026-05-31,180,168.2238897,100.00,93.46,0,Delayed,5
PR00588,P001,A013,2026-06-07,180,171.2022783,100.00,95.11,2.978388602,In Progress,5
PR00589,P001,A013,2026-06-14,180,172.6941547,100.00,95.94,1.491876374,In Progress,5
PR00590,P001,A013,2026-06-21,180,167.0961046,100.00,92.83,0,Delayed,5
PR00591,P001,A013,2026-06-28,180,173.9681586,100.00,96.65,6.872054033,In Progress,5
PR00592,P001,A013,2026-07-05,180,167.6392502,100.00,93.13,0,Delayed,5
PR00593,P001,A013,2026-07-12,180,168.4066786,100.00,93.56,0.767428357,Delayed,5
PR00594,P001,A013,2026-07-19,180,179.5846486,100.00,99.77,11.17797006,In Progress,5
PR00595,P001,A013,2026-07-26,180,164.4443079,100.00,91.36,0,Delayed,5
PR00596,P001,A013,2026-08-02,180,155.7994839,100.00,86.56,0,Delayed,5
PR00597,P001,A013,2026-08-09,180,180,100.00,100.00,24.20051608,Completed,5
PR00598,P001,A013,2026-08-16,180,180,100.00,100.00,0,Completed,5
PR00599,P001,A013,2026-08-23,180,168.4468036,100.00,93.58,0,Delayed,5
PR00600,P001,A013,2026-08-30,180,158.7979203,100.00,88.22,0,Delayed,5
PR00601,P001,A013,2026-09-06,180,169.0439509,100.00,93.91,10.24603061,Delayed,5
PR00602,P001,A013,2026-09-13,180,169.1967954,100.00,94.00,0.152844466,Delayed,5
PR00603,P001,A013,2026-09-20,180,169.8034798,100.00,94.34,0.606684386,Delayed,5
PR00604,P001,A013,2026-09-27,180,163.9856553,100.00,91.10,0,Delayed,5
PR00605,P001,A013,2026-10-04,180,174.6512352,100.00,97.03,10.66557986,In Progress,5
PR00606,P001,A013,2026-10-11,180,174.3043965,100.00,96.84,0,In Progress,5
PR00607,P001,A013,2026-10-18,180,161.5852446,100.00,89.77,0,Delayed,5
PR00608,P001,A013,2026-10-25,180,175.4049394,100.00,97.45,13.81969481,In Progress,5
PR00609,P001,A013,2026-11-01,180,180,100.00,100.00,4.59506059,Completed,5
PR00610,P001,A013,2026-11-08,180,172.0833501,100.00,95.60,0,In Progress,5
PR00611,P001,A013,2026-11-15,180,168.8748515,100.00,93.82,0,Delayed,5
PR00612,P001,A013,2026-11-22,180,170.1053797,100.00,94.50,1.23052827,Delayed,5
PR00613,P001,A013,2026-11-29,180,174.8761176,100.00,97.15,4.770737883,In Progress,5
PR00614,P001,A013,2026-12-06,180,160.0967689,100.00,88.94,0,Delayed,5
PR00615,P001,A013,2026-12-13,180,172.0356614,100.00,95.58,11.93889254,In Progress,5
PR00616,P001,A013,2026-12-20,180,168.5400771,100.00,93.63,0,Delayed,5
PR00617,P001,A013,2026-12-27,180,180,100.00,100.00,11.45992288,Completed,5
PR00618,P001,A014,2026-04-12,170,155.3636722,20.00,18.28,155.3636722,In Progress,8
PR00619,P001,A014,2026-04-19,765,748.4576908,90.00,88.05,593.0940186,In Progress,8
PR00620,P001,A014,2026-04-26,850,749.1637142,100.00,88.14,0.706023453,Delayed,8
PR00621,P001,A014,2026-05-03,850,799.4709602,100.00,94.06,50.30724597,Delayed,8
PR00622,P001,A014,2026-05-10,850,791.5021578,100.00,93.12,0,Delayed,8
PR00623,P001,A014,2026-05-17,850,756.1458444,100.00,88.96,0,Delayed,8
PR00624,P001,A014,2026-05-24,850,787.2775344,100.00,92.62,31.13169003,Delayed,8
PR00625,P001,A014,2026-05-31,850,818.0724354,100.00,96.24,30.79490099,In Progress,8
PR00626,P001,A014,2026-06-07,850,772.3671968,100.00,90.87,0,Delayed,8
PR00627,P001,A014,2026-06-14,850,731.6641112,100.00,86.08,0,Delayed,8
