Weather_ID,Date,Location,Temperature_C,Rainfall_mm,Humidity_Percentage,Weather_Condition,Working_Days_Lost,Weather_Impact
W313,2026-11-09,Kolkata,25.79087227,0.638092319,60.09265023,Clear,0,Low
W314,2026-11-10,Kolkata,22.4291427,0.435985803,60.17341212,Clear,0,Low
W315,2026-11-11,Kolkata,20.57496431,0.989450837,63.82098769,Clear,0,Low
W316,2026-11-12,Kolkata,25.45570342,0.703200998,70.56591162,Clear,0,Low
W317,2026-11-13,Kolkata,22.80710435,0.192225552,60.32054473,Clear,0,Low
W318,2026-11-14,Kolkata,28.13675004,0.526321663,68.05048724,Clear,0,Low
W319,2026-11-15,Kolkata,28.16193341,0.464822511,68.70850756,Clear,0,Low
W320,2026-11-16,Kolkata,27.61111499,33.66983097,87.09481497,Heavy Rain,0.5,Medium
W321,2026-11-17,Kolkata,28.42069603,0.096466314,60.7956571,Clear,0,Low
W322,2026-11-18,Kolkata,24.56090877,0.01314467,65.16733191,Clear,0,Low
W323,2026-11-19,Kolkata,29.68953167,2.126772426,71.07194172,Light Rain,0,Low
W324,2026-11-20,Kolkata,23.40944104,0.365470427,70.76817284,Clear,0,Low
W325,2026-11-21,Kolkata,27.58993973,0.202393324,73.35000335,Clear,0,Low
W326,2026-11-22,Kolkata,22.81926251,1.053030075,64.04962617,Light Rain,0,Low
W327,2026-11-23,Kolkata,23.87240127,1.987983951,68.68272451,Light Rain,0,Low
W328,2026-11-24,Kolkata,25.92250556,0.419838199,62.85362493,Clear,0,Low
W329,2026-11-25,Kolkata,26.02860954,2.833671589,71.16415145,Light Rain,0,Low
W330,2026-11-26,Kolkata,24.73725165,4.0255731,72.47413866,Light Rain,0,Low
W331,2026-11-27,Kolkata,27.31200794,1.041859211,63.3442428,Light Rain,0,Low
W332,2026-11-28,Kolkata,21.32944082,0.289366388,61.64971819,Clear,0,Low
W333,2026-11-29,Kolkata,27.33156973,0.112048634,63.96537327,Clear,0,Low
W334,2026-11-30,Kolkata,23.37710801,0.44387379,66.10296651,Clear,0,Low
W335,2026-12-01,Kolkata,20.70288929,4.960999625,50.06940624,Light Rain,0,Low
W336,2026-12-02,Kolkata,18.06933804,26.82662786,58.15646239,Rain,0.5,Medium
W337,2026-12-03,Kolkata,21.01685872,0.335412999,61.66738119,Clear,0,Low
W338,2026-12-04,Kolkata,22.92506043,5.297480959,65.60738108,Light Rain,0,Low
W339,2026-12-05,Kolkata,23.19829027,1.685936905,67.81942936,Light Rain,0,Low
W340,2026-12-06,Kolkata,20.07926189,0.731038713,52.75634605,Clear,0,Low
W341,2026-12-07,Kolkata,20.19259783,1.052152385,64.78428133,Light Rain,0,Low
W342,2026-12-08,Kolkata,19.73436048,2.526885729,64.86479724,Light Rain,0,Low
W343,2026-12-09,Kolkata,24.09615345,0.015346481,62.64744688,Clear,0,Low
W344,2026-12-10,Kolkata,19.75324212,0.877023453,60.75353382,Clear,0,Low
W345,2026-12-11,Kolkata,17.92572243,1.976827898,65.64519831,Light Rain,0,Low
W346,2026-12-12,Kolkata,24.38300241,0.284886369,66.17137733,Clear,0,Low
W347,2026-12-13,Kolkata,22.54512713,0.238706122,62.67065258,Clear,0,Low
W348,2026-12-14,Kolkata,23.03587989,0.215327185,63.40575488,Clear,0,Low
W349,2026-12-15,Kolkata,24.81915721,3.5449988,56.86182872,Light Rain,0,Low
W350,2026-12-16,Kolkata,20.07000063,0.157102781,59.38090384,Clear,0,Low
W351,2026-12-17,Kolkata,21.69363391,0.627805468,63.42466088,Clear,0,Low
W352,2026-12-18,Kolkata,24.6198723,33.1351807,59.44350526,Thunderstorm,0.5,Medium
W353,2026-12-19,Kolkata,24.30795492,0.14977549,72.99138404,Clear,0,Low
W354,2026-12-20,Kolkata,20.62932543,2.04575491,60.11995458,Light Rain,0,Low
W355,2026-12-21,Kolkata,19.13761424,0.563384276,62.0696891,Clear,0,Low
W356,2026-12-22,Kolkata,25.60786582,1.436061597,77.15599816,Light Rain,0,Low
W357,2026-12-23,Kolkata,22.5648691,6.639352134,55.27717388,Light Rain,0,Low
W358,2026-12-24,Kolkata,21.37071758,0.724206325,55.40229513,Clear,0,Low
W359,2026-12-25,Kolkata,21.89905059,0.140556731,57.37245869,Clear,0,Low
W360,2026-12-26,Kolkata,26.60567064,1.360617357,52.03718823,Light Rain,0,Low
W361,2026-12-27,Kolkata,21.09939275,0.54258644,61.76541047,Clear,0,Low
W362,2026-12-28,Kolkata,20.30451979,0.69655987,53.49465331,Clear,0,Low
W363,2026-12-29,Kolkata,22.95144479,0.267099122,62.84497248,Clear,0,Low
W364,2026-12-30,Kolkata,22.01412452,0.194985718,67.7096924,Clear,0,Low
W365,2026-12-31,Kolkata,20.36304773,1.249084076,66.29575986,Light Rain,0,Low
