Material_ID,Project_ID,Activity_ID,Date,Material_Name,Material_Category,Unit,Planned_Quantity,Actual_Quantity,Unit_Cost_INR,Total_Cost_INR,Supplier,Wastage_Quantity,Wastage_Percentage
MT00185,P001,A059,2026-10-08,Paint,Finishing Materials,litre,98.14699563,105.182661,176.23,18536.44,Simulated Supplier,7.035665361,7.17
MT00186,P001,A059,2026-10-13,Paint,Finishing Materials,litre,89.43521242,94.32938879,185.4,17488.33,Simulated Supplier,4.894176373,5.47
MT00187,P001,A059,2026-10-18,Tiles,Finishing Materials,m²,808.3824367,878.2306719,892.24,783590.95,Simulated Supplier,69.84823517,8.64
MT00188,P001,A059,2026-11-23,Cement,Finishing Materials,bags,76.00011832,79.09872799,451.77,35734.27,Simulated Supplier,3.098609661,4.08
MT00189,P001,A060,2026-10-14,Paint,Finishing Materials,litre,1092.099348,1165.515201,175.78,204876.78,Simulated Supplier,73.41585339,6.72
MT00190,P001,A060,2026-11-22,Cement,Finishing Materials,bags,427.4704396,437.6389576,424.78,185900.98,Simulated Supplier,10.16851802,2.38
MT00191,P001,A060,2026-11-24,Paint,Finishing Materials,litre,883.809414,947.4962399,181.24,171720.62,Simulated Supplier,63.68682589,7.21
MT00192,P001,A060,2026-11-26,Cement,Finishing Materials,bags,380.3423896,406.5081913,457.64,186035.4,Simulated Supplier,26.16580173,6.88
MT00193,P001,A060,2026-12-07,Cement,Finishing Materials,bags,454.0270642,477.9288232,432.81,206852.39,Simulated Supplier,23.90175894,5.26
MT00194,P001,A061,2026-11-04,Cement,Finishing Materials,bags,434.6821203,439.2558239,456.11,200347.56,Simulated Supplier,4.573703622,1.05
MT00195,P001,A061,2026-11-11,Tiles,Finishing Materials,m²,3504.823039,3795.895591,829.4,3148307.91,Simulated Supplier,291.0725512,8.3
MT00196,P001,A061,2026-11-24,Tiles,Finishing Materials,m²,2752.934262,2899.684114,905.24,2624906.88,Simulated Supplier,146.7498519,5.33
MT00197,P001,A061,2026-12-01,Paint,Finishing Materials,litre,608.2746089,632.9414166,178.4,112916.65,Simulated Supplier,24.66680768,4.06
MT00198,P001,A062,2026-08-30,Sanitary Fixtures,MEP,no.,2038.283985,2177.181702,6309.45,13736828.88,Simulated Supplier,138.8977164,6.81
MT00199,P001,A062,2026-09-08,Electrical Cables,MEP,m,2046.232015,2127.095419,194.3,413287.26,Simulated Supplier,80.86340364,3.95
MT00200,P001,A062,2026-09-23,Sanitary Fixtures,MEP,no.,2272.046338,2424.676514,6407.11,15535167.38,Simulated Supplier,152.6301764,6.72
MT00201,P001,A062,2026-09-26,Pipes,MEP,m,1566.679784,1648.436727,497.75,820510.79,Simulated Supplier,81.75694274,5.22
MT00202,P001,A062,2026-10-09,Electrical Cables,MEP,m,2162.445368,2208.469681,187.96,415105.43,Simulated Supplier,46.024313,2.13
MT00203,P001,A062,2026-10-30,Electrical Cables,MEP,m,1234.388789,1291.055642,195.9,252920.78,Simulated Supplier,56.66685349,4.59
MT00204,P001,A063,2026-10-22,Pipes,MEP,m,54.86925328,56.54839554,517.23,29248.55,Simulated Supplier,1.679142263,3.06
MT00205,P001,A063,2026-10-29,Pipes,MEP,m,54.76449812,59.08552551,509.1,30080.24,Simulated Supplier,4.321027381,7.89
MT00206,P001,A063,2026-11-12,Electrical Cables,MEP,m,55.50049662,56.63635989,189.14,10712.48,Simulated Supplier,1.135863272,2.05
MT00207,P001,A063,2026-11-14,Sanitary Fixtures,MEP,no.,72.76608697,76.45493403,6527.11,499029.95,Simulated Supplier,3.688847056,5.07
MT00208,P001,A064,2026-08-25,Electrical Cables,MEP,m,3709.978906,3855.194693,203.65,785121.19,Simulated Supplier,145.2157874,3.91
MT00209,P001,A064,2026-08-28,Sanitary Fixtures,MEP,no.,4817.094972,5121.1524,6465.4,33110293.0,Simulated Supplier,304.0574279,6.31
MT00210,P001,A064,2026-09-25,Pipes,MEP,m,5009.641871,5408.597838,531.56,2874991.79,Simulated Supplier,398.9559664,7.96
MT00211,P001,A064,2026-10-31,Pipes,MEP,m,4062.850764,4338.94053,552.26,2396220.59,Simulated Supplier,276.0897654,6.8
MT00212,P001,A064,2026-11-14,Sanitary Fixtures,MEP,no.,4296.180192,4427.724613,6194.27,27426504.95,Simulated Supplier,131.5444202,3.06
MT00213,P001,A064,2026-11-22,Sanitary Fixtures,MEP,no.,3617.067858,3767.31285,6314.18,23787478.98,Simulated Supplier,150.244992,4.15
MT00214,P001,A065,2026-11-11,Electrical Cables,MEP,m,189.6191061,193.7950347,195.62,37910.2,Simulated Supplier,4.175928524,2.2
MT00215,P001,A065,2026-11-28,Sanitary Fixtures,MEP,no.,178.9703251,182.2220832,6957.8,1267864.98,Simulated Supplier,3.251758086,1.82
MT00216,P001,A065,2026-11-30,Sanitary Fixtures,MEP,no.,220.7042619,234.7563061,6220.44,1460287.43,Simulated Supplier,14.05204418,6.37
MT00217,P001,A065,2026-12-13,Electrical Cables,MEP,m,217.4963684,224.3427993,191.16,42885.76,Simulated Supplier,6.846430896,3.15
MT00218,P001,A066,2026-10-29,Sand,External Works,m³,154.2513632,165.166764,1466.69,242249.19,Simulated Supplier,10.91540084,7.08
MT00219,P001,A066,2026-11-11,Cement,External Works,bags,13.71406307,14.78870527,425.25,6288.9,Simulated Supplier,1.074642201,7.84
MT00220,P001,A066,2026-11-14,Sand,External Works,m³,128.2249179,137.6420967,1595.53,219611.9,Simulated Supplier,9.417178777,7.34
MT00221,P001,A067,2026-11-10,Cement,External Works,bags,137.422581,140.9842124,455.61,64233.95,Simulated Supplier,3.561631356,2.59
MT00222,P001,A067,2026-11-28,Paving Blocks,External Works,m²,1031.059718,1082.001337,743.6,804575.69,Simulated Supplier,50.9416188,4.94
MT00223,P001,A067,2026-12-24,Sand,External Works,m³,579.6421543,636.705669,1599.7,1018538.81,Simulated Supplier,57.06351464,9.84
MT00224,P001,A068,2026-12-13,Cement,External Works,bags,2041.790735,2156.315471,413.42,891457.85,Simulated Supplier,114.5247362,5.61
MT00225,P001,A068,2026-12-20,Sand,External Works,m³,9753.167992,10291.67186,1437.24,14791590.52,Simulated Supplier,538.50387,5.52
MT00226,P001,A068,2026-12-24,Cement,External Works,bags,1957.253385,2057.596171,433.95,892888.46,Simulated Supplier,100.3427865,5.13
